item_id_a	item_id_b	mode	action	a_is_acting	score
CIDm00000238	9606.ENSP00000310305	activation	activation	t	938
9606.ENSP00000310305	CIDm00000238	binding	activation	f	958
CIDm00000238	9606.ENSP00000310305	binding	activation	t	958
CIDs00439260	9606.ENSP00000276571	activation	activation	t	990
9606.ENSP00000369960	CIDs00002818	inhibition	inhibition	f	991
CIDs00002818	9606.ENSP00000369960	inhibition	inhibition	t	991
CIDm00000784	9606.ENSP00000362413	activation	activation	t	957
CIDm00004091	9606.ENSP00000292095	inhibition	inhibition	t	999
CIDm00001220	9606.ENSP00000264708	activation	activation	t	998
9606.ENSP00000387281	CIDm00003337	binding	inhibition	f	991
CIDm00003337	9606.ENSP00000387281	binding	inhibition	t	991
CIDs00004679	9606.ENSP00000369050	activation	activation	t	957
9606.ENSP00000322924	CIDs00008223	activation	activation	f	991
CIDs00008223	9606.ENSP00000322924	activation	activation	t	991
9606.ENSP00000387662	CIDm00000206	activation	activation	f	900
CIDm00000206	9606.ENSP00000387662	activation	activation	t	900
9606.ENSP00000265572	CIDs00002160	activation	activation	f	998
CIDs00002160	9606.ENSP00000265572	activation	activation	t	998
CIDm00003821	9606.ENSP00000302961	activation	activation	t	957
CIDm00000274	9606.ENSP00000337125	inhibition	inhibition	t	957
9606.ENSP00000380271	CIDs00005957	activation	activation	t	900
CIDs00005957	9606.ENSP00000380271	activation	activation	f	900
CIDm00104806	9606.ENSP00000355759	activation	activation	t	990
9606.ENSP00000394624	CIDs05311080	binding	activation	f	998
CIDs05311080	9606.ENSP00000394624	binding	activation	t	998
9606.ENSP00000306490	CIDm00005596	inhibition	inhibition	f	958
CIDm00005596	9606.ENSP00000306490	inhibition	inhibition	t	958
CIDm00176870	9606.ENSP00000265171	inhibition	inhibition	t	957
CIDs00005994	9606.ENSP00000302150	activation	activation	t	957
CIDs00005994	9606.ENSP00000302150	inhibition	inhibition	t	957
9606.ENSP00000313661	CIDs00004171	binding	activation	f	991
CIDs00004171	9606.ENSP00000313661	binding	activation	t	991
9606.ENSP00000337255	CIDm00003702	inhibition	inhibition	f	958
CIDm00003702	9606.ENSP00000337255	inhibition	inhibition	t	958
9606.ENSP00000262186	CIDm00003696	inhibition	inhibition	f	999
CIDm00003696	9606.ENSP00000262186	inhibition	inhibition	t	999
CIDs00000271	9606.ENSP00000378306	activation	activation	t	999
CIDs00160355	9606.ENSP00000266970	inhibition	inhibition	t	957
CIDs00072022	9606.ENSP00000290866	inhibition	inhibition	t	957
9606.ENSP00000344789	CIDm00000181	activation	activation	t	900
CIDm00000181	9606.ENSP00000344789	activation	activation	f	900
CIDs46182782	9606.ENSP00000361405	activation	activation	t	957
CIDm00000224	9606.ENSP00000346148	activation	activation	t	989
9606.ENSP00000377385	CIDm00656725	binding	inhibition	f	991
CIDm00656725	9606.ENSP00000377385	binding	inhibition	t	991
CIDm00002735	9606.ENSP00000458149	activation	activation	t	999
9606.ENSP00000358963	CIDs00197705	binding	activation	f	991
CIDs00197705	9606.ENSP00000358963	binding	activation	t	991
9606.ENSP00000386069	CIDm00005707	binding	activation	f	998
CIDm00005707	9606.ENSP00000386069	binding	activation	t	998
9606.ENSP00000303507	CIDs24826799	inhibition	inhibition	f	991
CIDs24826799	9606.ENSP00000303507	inhibition	inhibition	t	991
9606.ENSP00000262623	CIDs00004679	inhibition	inhibition	f	998
CIDs00004679	9606.ENSP00000262623	inhibition	inhibition	t	998
9606.ENSP00000350348	CIDm00001776	binding	activation	f	991
CIDm00001776	9606.ENSP00000350348	binding	activation	t	991
CIDs00000001	9606.ENSP00000216117	activation	activation	t	957
CIDs00448537	9606.ENSP00000360266	activation	activation	t	990
9606.ENSP00000265689	CIDm00000238	activation	activation	t	900
CIDm00000238	9606.ENSP00000265689	activation	activation	f	900
9606.ENSP00000298472	CIDs00003007	inhibition	inhibition	f	991
CIDs00003007	9606.ENSP00000298472	inhibition	inhibition	t	991
CIDs00003931	9606.ENSP00000216780	activation	activation	t	957
CIDs00005839	9606.ENSP00000212015	inhibition	inhibition	t	957
9606.ENSP00000280155	CIDs00005095	activation	activation	f	958
CIDs00005095	9606.ENSP00000280155	activation	activation	t	958
9606.ENSP00000280155	CIDm00072016	binding	inhibition	f	958
CIDm00072016	9606.ENSP00000280155	binding	inhibition	t	958
CIDs00004054	9606.ENSP00000414303	activation	activation	t	957
9606.ENSP00000295256	CIDm00001035	activation	activation	t	900
CIDm00001035	9606.ENSP00000295256	activation	activation	f	900
CIDs10900373	9606.ENSP00000216117	activation	activation	t	957
CIDm00005376	9606.ENSP00000306245	activation	activation	t	957
CIDs00104741	9606.ENSP00000362508	activation	activation	t	998
9606.ENSP00000219833	CIDm00002771	inhibition	inhibition	f	958
CIDm00002771	9606.ENSP00000219833	inhibition	inhibition	t	958
9606.ENSP00000355316	CIDs05310984	binding	activation	f	991
CIDs05310984	9606.ENSP00000355316	binding	activation	t	991
9606.ENSP00000313661	CIDm00005073	inhibition	inhibition	f	991
CIDm00005073	9606.ENSP00000313661	inhibition	inhibition	t	991
CIDs00005694	9606.ENSP00000223095	activation	activation	t	957
CIDm00010258	9606.ENSP00000302830	activation	activation	t	957
CIDm09886808	9606.ENSP00000378699	activation	activation	t	957
CIDs00000965	9606.ENSP00000264832	activation	activation	t	957
CIDs00000307	9606.ENSP00000262209	activation	activation	t	957
CIDm00004253	9606.ENSP00000322323	inhibition	inhibition	t	957
9606.ENSP00000355627	CIDs05464096	inhibition	inhibition	f	989
CIDs05464096	9606.ENSP00000355627	inhibition	inhibition	t	989
CIDs05281767	9606.ENSP00000363868	activation	activation	t	957
CIDm00000544	9606.ENSP00000206249	activation	activation	t	990
9606.ENSP00000350348	CIDs00114827	binding	activation	f	991
CIDs00114827	9606.ENSP00000350348	binding	activation	t	991
9606.ENSP00000292513	CIDm00054313	binding	activation	f	998
CIDm00054313	9606.ENSP00000292513	binding	activation	t	998
9606.ENSP00000320025	CIDs00003784	inhibition	inhibition	f	958
CIDs00003784	9606.ENSP00000320025	inhibition	inhibition	t	958
CIDs02733525	9606.ENSP00000240100	activation	activation	t	957
CIDs00005291	9606.ENSP00000286301	inhibition	inhibition	t	990
CIDs00005950	9606.ENSP00000358595	activation	activation	f	989
CIDs02733525	9606.ENSP00000408695	inhibition	inhibition	t	999
9606.ENSP00000265572	CIDs00107996	binding	activation	f	958
CIDs00107996	9606.ENSP00000265572	binding	activation	t	958
9606.ENSP00000263025	CIDm00047289	activation	activation	f	907
CIDm00047289	9606.ENSP00000263025	activation	activation	t	907
CIDs00159269	9606.ENSP00000306157	activation	activation	t	957
9606.ENSP00000307259	CIDs05311341	binding	activation	f	991
CIDs05311341	9606.ENSP00000307259	binding	activation	t	991
9606.ENSP00000380247	CIDs00002913	inhibition	inhibition	f	991
CIDs00002913	9606.ENSP00000380247	inhibition	inhibition	t	991
9606.ENSP00000275493	CIDm00003676	inhibition	inhibition	f	991
CIDm00003676	9606.ENSP00000275493	inhibition	inhibition	t	991
CIDm11640390	9606.ENSP00000237612	inhibition	inhibition	t	957
9606.ENSP00000380247	CIDs00002818	inhibition	inhibition	f	991
CIDs00002818	9606.ENSP00000380247	inhibition	inhibition	t	991
CIDm00000942	9606.ENSP00000417498	activation	activation	t	990
9606.ENSP00000360613	CIDm00000238	activation	activation	t	900
CIDm00000238	9606.ENSP00000360613	activation	activation	f	900
CIDm00038043	9606.ENSP00000320709	activation	activation	t	990
9606.ENSP00000270142	CIDm00008987	inhibition	inhibition	f	907
CIDm00008987	9606.ENSP00000270142	inhibition	inhibition	t	907
CIDm00005056	9606.ENSP00000368880	activation	activation	t	999
9606.ENSP00000322924	CIDs00004440	activation	activation	f	958
CIDs00004440	9606.ENSP00000322924	activation	activation	t	958
9606.ENSP00000176183	CIDs00004926	inhibition	inhibition	f	958
CIDs00004926	9606.ENSP00000176183	inhibition	inhibition	t	958
9606.ENSP00000359334	CIDs00005732	activation	activation	f	958
CIDs00005732	9606.ENSP00000359334	activation	activation	t	958
9606.ENSP00000369960	CIDm00002170	inhibition	inhibition	f	999
CIDm00002170	9606.ENSP00000369960	inhibition	inhibition	t	999
CIDs00444899	9606.ENSP00000396620	activation	activation	t	998
9606.ENSP00000345708	CIDm00000274	activation	activation	f	989
CIDm00000274	9606.ENSP00000345708	activation	activation	t	989
CIDs02733525	9606.ENSP00000331327	inhibition	inhibition	t	957
9606.ENSP00000343925	CIDs00102614	activation	activation	f	971
CIDs00102614	9606.ENSP00000343925	activation	activation	t	971
CIDs00035370	9606.ENSP00000351908	activation	activation	t	957
CIDs00006013	9606.ENSP00000264708	activation	activation	f	989
CIDs00003121	9606.ENSP00000414303	activation	activation	t	998
9606.ENSP00000299178	CIDm00151171	inhibition	inhibition	f	999
CIDm00151171	9606.ENSP00000299178	inhibition	inhibition	t	999
9606.ENSP00000299178	CIDm00151171	binding	inhibition	f	998
CIDm00151171	9606.ENSP00000299178	binding	inhibition	t	998
CIDm00003640	9606.ENSP00000309757	activation	activation	t	988
CIDs00001090	9606.ENSP00000353483	activation	activation	t	957
9606.ENSP00000307259	CIDs05310995	binding	activation	f	991
CIDs05310995	9606.ENSP00000307259	binding	activation	t	991
CIDs00072344	9606.ENSP00000219070	inhibition	inhibition	t	957
CIDm00005056	9606.ENSP00000216117	activation	activation	t	999
CIDs00005214	9606.ENSP00000226730	activation	activation	t	957
CIDs00026548	9606.ENSP00000376776	inhibition	inhibition	t	957
9606.ENSP00000372750	CIDs00005002	inhibition	inhibition	f	991
CIDs00005002	9606.ENSP00000372750	inhibition	inhibition	t	991
CIDm00000177	9606.ENSP00000277541	activation	activation	t	957
CIDs00202225	9606.ENSP00000337915	inhibition	inhibition	t	957
CIDm00002524	9606.ENSP00000370473	activation	activation	t	990
CIDs06915744	9606.ENSP00000361125	inhibition	inhibition	t	957
9606.ENSP00000216629	CIDm00164234	binding	activation	f	998
CIDm00164234	9606.ENSP00000216629	binding	activation	t	998
CIDs18631913	9606.ENSP00000357753	activation	activation	t	957
CIDm00029051	9606.ENSP00000358022	inhibition	inhibition	t	957
9606.ENSP00000363822	CIDs05280343	activation	activation	f	907
CIDs05280343	9606.ENSP00000363822	activation	activation	t	907
9606.ENSP00000234961	CIDs00010100	activation	activation	f	958
CIDs00010100	9606.ENSP00000234961	activation	activation	t	958
CIDs00060606	9606.ENSP00000324648	inhibition	inhibition	t	957
CIDs11524144	9606.ENSP00000236959	inhibition	inhibition	t	957
9606.ENSP00000259455	CIDm00005230	binding	activation	f	999
CIDm00005230	9606.ENSP00000259455	binding	activation	t	999
9606.ENSP00000267377	CIDs00001574	binding	activation	f	998
CIDs00001574	9606.ENSP00000267377	binding	activation	t	998
CIDm00005056	9606.ENSP00000360683	inhibition	inhibition	t	957
9606.ENSP00000374467	CIDs00003478	inhibition	inhibition	f	958
CIDs00003478	9606.ENSP00000374467	inhibition	inhibition	t	958
9606.ENSP00000227665	CIDm00165217	activation	activation	t	900
CIDm00165217	9606.ENSP00000227665	activation	activation	f	900
CIDs00093078	9606.ENSP00000290866	inhibition	inhibition	t	957
9606.ENSP00000387281	CIDm00004636	binding	activation	f	998
CIDm00004636	9606.ENSP00000387281	binding	activation	t	998
9606.ENSP00000332812	CIDs00003715	binding	activation	f	991
CIDs00003715	9606.ENSP00000332812	binding	activation	t	991
CIDs00005538	9606.ENSP00000379204	activation	activation	t	999
CIDs00001102	9606.ENSP00000234111	inhibition	inhibition	t	990
9606.ENSP00000386069	CIDm00004636	binding	activation	f	998
CIDm00004636	9606.ENSP00000386069	binding	activation	t	998
CIDm00145068	9606.ENSP00000304822	activation	activation	t	998
9606.ENSP00000283256	CIDm00005734	inhibition	inhibition	f	958
CIDm00005734	9606.ENSP00000283256	inhibition	inhibition	t	958
CIDs00024261	9606.ENSP00000306512	activation	activation	t	990
9606.ENSP00000243052	CIDs00002351	inhibition	inhibition	f	991
CIDs00002351	9606.ENSP00000243052	inhibition	inhibition	t	991
9606.ENSP00000355192	CIDm00004494	inhibition	inhibition	f	958
CIDm00004494	9606.ENSP00000355192	inhibition	inhibition	t	958
9606.ENSP00000268251	CIDm00001060	inhibition	inhibition	f	991
CIDm00001060	9606.ENSP00000268251	inhibition	inhibition	t	991
9606.ENSP00000260682	CIDs00004763	activation	activation	f	928
CIDs00004763	9606.ENSP00000260682	activation	activation	t	928
9606.ENSP00000348459	CIDm00002891	binding	activation	f	900
CIDm00002891	9606.ENSP00000348459	binding	activation	t	900
9606.ENSP00000280155	CIDm00003007	binding	activation	f	998
CIDm00003007	9606.ENSP00000280155	binding	activation	t	998
9606.ENSP00000219833	CIDs00005584	inhibition	inhibition	f	991
CIDs00005584	9606.ENSP00000219833	inhibition	inhibition	t	991
CIDs00005426	9606.ENSP00000361125	inhibition	inhibition	t	998
9606.ENSP00000360406	CIDs16129690	inhibition	inhibition	f	958
CIDs16129690	9606.ENSP00000360406	inhibition	inhibition	t	958
CIDs00000402	9606.ENSP00000355231	inhibition	inhibition	t	957
9606.ENSP00000387281	CIDs00060853	inhibition	inhibition	f	958
CIDs00060853	9606.ENSP00000387281	inhibition	inhibition	t	958
9606.ENSP00000409378	CIDm00154058	inhibition	inhibition	f	958
CIDm00154058	9606.ENSP00000409378	inhibition	inhibition	t	958
9606.ENSP00000380247	CIDs00016960	inhibition	inhibition	f	958
CIDs00016960	9606.ENSP00000380247	inhibition	inhibition	t	958
9606.ENSP00000325120	CIDm00062930	activation	activation	f	958
CIDm00062930	9606.ENSP00000325120	activation	activation	t	958
CIDm00060795	9606.ENSP00000367959	inhibition	inhibition	t	990
9606.ENSP00000312999	CIDm00000274	inhibition	inhibition	t	900
CIDm00000274	9606.ENSP00000312999	inhibition	inhibition	f	900
9606.ENSP00000369960	CIDs00013109	binding	activation	f	998
CIDs00013109	9606.ENSP00000369960	binding	activation	t	998
9606.ENSP00000231509	CIDm00123620	activation	activation	f	991
CIDm00123620	9606.ENSP00000231509	activation	activation	t	991
9606.ENSP00000313661	CIDs05311097	binding	activation	f	998
CIDs05311097	9606.ENSP00000313661	binding	activation	t	998
9606.ENSP00000429374	CIDm00000238	activation	activation	f	900
CIDm00000238	9606.ENSP00000429374	activation	activation	t	900
9606.ENSP00000430432	CIDm00002153	activation	activation	f	991
CIDm00002153	9606.ENSP00000430432	activation	activation	t	991
CIDs00016043	9606.ENSP00000264834	inhibition	inhibition	t	957
CIDs00005957	9606.ENSP00000360058	inhibition	inhibition	f	998
9606.ENSP00000327513	CIDs00008977	activation	activation	t	900
CIDs00008977	9606.ENSP00000327513	activation	activation	f	900
CIDm00000238	9606.ENSP00000263341	activation	activation	t	999
9606.ENSP00000282588	CIDm00000762	activation	activation	t	900
CIDm00000762	9606.ENSP00000282588	activation	activation	f	900
9606.ENSP00000384273	CIDm05353980	inhibition	inhibition	f	918
CIDm05353980	9606.ENSP00000384273	inhibition	inhibition	t	918
9606.ENSP00000354558	CIDm00176872	inhibition	inhibition	f	999
CIDm00176872	9606.ENSP00000354558	inhibition	inhibition	t	999
9606.ENSP00000448059	CIDm00001125	inhibition	inhibition	t	900
CIDm00001125	9606.ENSP00000448059	inhibition	inhibition	f	900
9606.ENSP00000369960	CIDs00004636	binding	activation	f	998
CIDs00004636	9606.ENSP00000369960	binding	activation	t	998
CIDs00000784	9606.ENSP00000304822	activation	activation	t	990
CIDs00123631	9606.ENSP00000270202	inhibition	inhibition	t	998
9606.ENSP00000367959	CIDs00005160	binding	inhibition	f	958
CIDs00005160	9606.ENSP00000367959	binding	inhibition	t	958
9606.ENSP00000236850	CIDs24798684	activation	activation	t	900
CIDs24798684	9606.ENSP00000236850	activation	activation	f	900
9606.ENSP00000299847	CIDm00004054	inhibition	inhibition	f	991
CIDm00004054	9606.ENSP00000299847	inhibition	inhibition	t	991
CIDs05281807	9606.ENSP00000265724	inhibition	inhibition	t	957
9606.ENSP00000338283	CIDm00000860	activation	activation	f	900
CIDm00000860	9606.ENSP00000338283	activation	activation	t	900
9606.ENSP00000311032	CIDs00354677	activation	activation	f	907
CIDs00354677	9606.ENSP00000311032	activation	activation	t	907
CIDm54676905	9606.ENSP00000308176	inhibition	inhibition	t	957
CIDs00006830	9606.ENSP00000262878	activation	activation	t	990
9606.ENSP00000327652	CIDs00071360	inhibition	inhibition	f	958
CIDs00071360	9606.ENSP00000327652	inhibition	inhibition	t	958
9606.ENSP00000280155	CIDm00003340	binding	activation	f	998
CIDm00003340	9606.ENSP00000280155	binding	activation	t	998
9606.ENSP00000363596	CIDs00644022	binding	activation	f	991
CIDs00644022	9606.ENSP00000363596	binding	activation	t	991
9606.ENSP00000235382	CIDm00000730	activation	activation	t	900
CIDm00000730	9606.ENSP00000235382	activation	activation	f	900
9606.ENSP00000261707	CIDm00005203	inhibition	inhibition	f	991
CIDm00005203	9606.ENSP00000261707	inhibition	inhibition	t	991
CIDm00054454	9606.ENSP00000303394	activation	activation	t	957
9606.ENSP00000270349	CIDs00008612	inhibition	inhibition	f	958
CIDs00008612	9606.ENSP00000270349	inhibition	inhibition	t	958
9606.ENSP00000329033	CIDs00024316	activation	activation	t	900
CIDs00024316	9606.ENSP00000329033	activation	activation	f	900
9606.ENSP00000319591	CIDm00003696	inhibition	inhibition	f	998
CIDm00003696	9606.ENSP00000319591	inhibition	inhibition	t	998
CIDs00007051	9606.ENSP00000261740	activation	activation	t	957
9606.ENSP00000376432	CIDm00001989	inhibition	inhibition	f	958
CIDm00001989	9606.ENSP00000376432	inhibition	inhibition	t	958
9606.ENSP00000231188	CIDs00179394	binding	activation	f	991
CIDs00179394	9606.ENSP00000231188	binding	activation	t	991
CIDs00000681	9606.ENSP00000273430	inhibition	inhibition	t	957
CIDs05487426	9606.ENSP00000219070	inhibition	inhibition	t	957
9606.ENSP00000352273	CIDm00005538	activation	activation	f	907
CIDm00005538	9606.ENSP00000352273	activation	activation	t	907
9606.ENSP00000356429	CIDm00000730	activation	activation	t	900
CIDm00000730	9606.ENSP00000356429	activation	activation	f	900
9606.ENSP00000276198	CIDm00004163	inhibition	inhibition	f	958
CIDm00004163	9606.ENSP00000276198	inhibition	inhibition	t	958
CIDs00002767	9606.ENSP00000386165	activation	activation	t	957
CIDs00005405	9606.ENSP00000262186	inhibition	inhibition	t	957
9606.ENSP00000356954	CIDs05280450	activation	activation	f	900
CIDs05280450	9606.ENSP00000356954	activation	activation	t	900
CIDs05282451	9606.ENSP00000359478	activation	activation	t	957
